region,year,sido,sigungu,cases,population,crude_rate,idarea
경상남도의령군,2022,경상남도,의령군,0,26061,0,57
경상남도의령군,2023,경상남도,의령군,0,25475,0,57
경상남도의령군,2024,경상남도,의령군,0,25150,0,57
경상남도진주시,2001,경상남도,진주시,5,339906,1.470994922125529,58
경상남도진주시,2002,경상남도,진주시,2,339943,0.5883339265700427,58
경상남도진주시,2003,경상남도,진주시,0,337319,0,58
경상남도진주시,2004,경상남도,진주시,1,337425,0.2963621545528636,58
경상남도진주시,2005,경상남도,진주시,0,336234,0,58
경상남도진주시,2006,경상남도,진주시,0,333554,0,58
경상남도진주시,2007,경상남도,진주시,0,330756,0,58
경상남도진주시,2008,경상남도,진주시,1,331222,0.30191231258793194,58
경상남도진주시,2009,경상남도,진주시,1,331720,0.30145906185939947,58
경상남도진주시,2010,경상남도,진주시,1,335037,0.2984744968466169,58
경상남도진주시,2011,경상남도,진주시,2,335502,0.5961216326579276,58
경상남도진주시,2012,경상남도,진주시,0,337314,0,58
경상남도진주시,2013,경상남도,진주시,0,337071,0,58
경상남도진주시,2014,경상남도,진주시,0,340241,0,58
경상남도진주시,2015,경상남도,진주시,1,344426,0.2903381277836168,58
경상남도진주시,2016,경상남도,진주시,0,346739,0,58
경상남도진주시,2017,경상남도,진주시,0,346681,0,58
경상남도진주시,2018,경상남도,진주시,0,345987,0,58
경상남도진주시,2019,경상남도,진주시,0,347334,0,58
경상남도진주시,2020,경상남도,진주시,1,348096,0.28727707299135874,58
경상남도진주시,2021,경상남도,진주시,0,347097,0,58
경상남도진주시,2022,경상남도,진주시,0,343782,0,58
경상남도진주시,2023,경상남도,진주시,0,341074,0,58
경상남도진주시,2024,경상남도,진주시,0,338785,0,58
경상남도창녕군,2001,경상남도,창녕군,0,71047,0,59
경상남도창녕군,2002,경상남도,창녕군,0,69220,0,59
경상남도창녕군,2003,경상남도,창녕군,0,67313,0,59
경상남도창녕군,2004,경상남도,창녕군,0,66074,0,59
경상남도창녕군,2005,경상남도,창녕군,0,64672,0,59
경상남도창녕군,2006,경상남도,창녕군,0,63476,0,59
경상남도창녕군,2007,경상남도,창녕군,0,62255,0,59
경상남도창녕군,2008,경상남도,창녕군,0,61603,0,59
경상남도창녕군,2009,경상남도,창녕군,0,61252,0,59
경상남도창녕군,2010,경상남도,창녕군,0,61714,0,59
경상남도창녕군,2011,경상남도,창녕군,0,62490,0,59
경상남도창녕군,2012,경상남도,창녕군,0,62966,0,59
경상남도창녕군,2013,경상남도,창녕군,0,63447,0,59
경상남도창녕군,2014,경상남도,창녕군,0,63502,0,59
경상남도창녕군,2015,경상남도,창녕군,0,63817,0,59
경상남도창녕군,2016,경상남도,창녕군,0,63982,0,59
경상남도창녕군,2017,경상남도,창녕군,0,64101,0,59
경상남도창녕군,2018,경상남도,창녕군,0,63396,0,59
경상남도창녕군,2019,경상남도,창녕군,0,62331,0,59
경상남도창녕군,2020,경상남도,창녕군,0,61301,0,59
경상남도창녕군,2021,경상남도,창녕군,0,60129,0,59
경상남도창녕군,2022,경상남도,창녕군,0,58372,0,59
경상남도창녕군,2023,경상남도,창녕군,0,57083,0,59
경상남도창녕군,2024,경상남도,창녕군,0,56085,0,59
경상남도창원시,2001,경상남도,창원시,0,1091863,0,60
경상남도창원시,2002,경상남도,창원시,0,1087686,0,60
경상남도창원시,2003,경상남도,창원시,0,1090359,0,60
경상남도창원시,2004,경상남도,창원시,0,1085802,0,60
경상남도창원시,2005,경상남도,창원시,0,1086530,0,60
경상남도창원시,2006,경상남도,창원시,0,1086839,0,60
경상남도창원시,2007,경상남도,창원시,0,1082843,0,60
경상남도창원시,2008,경상남도,창원시,0,1083292,0,60
경상남도창원시,2009,경상남도,창원시,0,1080441,0,60
경상남도창원시,2010,경상남도,창원시,0,1090181,0,60
경상남도창원시,2011,경상남도,창원시,0,1091881,0,60
경상남도창원시,2012,경상남도,창원시,3,1091471,0.274858425006253,60
경상남도창원시,2013,경상남도,창원시,0,1083731,0,60
경상남도창원시,2014,경상남도,창원시,0,1075168,0,60
경상남도창원시,2015,경상남도,창원시,1,1070064,0.09345235425170831,60
경상남도창원시,2016,경상남도,창원시,2,1063907,0.18798635595028512,60
경상남도창원시,2017,경상남도,창원시,2,1057032,0.18920903056861096,60
경상남도창원시,2018,경상남도,창원시,0,1053601,0,60
경상남도창원시,2019,경상남도,창원시,1,1044740,0.09571759480827766,60
경상남도창원시,2020,경상남도,창원시,0,1036738,0,60
경상남도창원시,2021,경상남도,창원시,0,1032741,0,60
경상남도창원시,2022,경상남도,창원시,0,1021487,0,60
경상남도창원시,2023,경상남도,창원시,0,1021487,0,60
경상남도창원시,2024,경상남도,창원시,0,999858,0,60
경상남도통영시,2001,경상남도,통영시,0,135547,0,61
경상남도통영시,2002,경상남도,통영시,0,134107,0,61
경상남도통영시,2003,경상남도,통영시,0,133420,0,61
경상남도통영시,2004,경상남도,통영시,1,132959,0.7521115531855685,61
경상남도통영시,2005,경상남도,통영시,0,132795,0,61
경상남도통영시,2006,경상남도,통영시,0,133127,0,61
경상남도통영시,2007,경상남도,통영시,0,134431,0,61
경상남도통영시,2008,경상남도,통영시,0,136275,0,61
경상남도통영시,2009,경상남도,통영시,0,137415,0,61
경상남도통영시,2010,경상남도,통영시,0,140297,0,61
경상남도통영시,2011,경상남도,통영시,0,140195,0,61
경상남도통영시,2012,경상남도,통영시,0,139347,0,61
경상남도통영시,2013,경상남도,통영시,0,139719,0,61
경상남도통영시,2014,경상남도,통영시,0,139439,0,61
경상남도통영시,2015,경상남도,통영시,1,139168,0.7185559898827317,61
경상남도통영시,2016,경상남도,통영시,0,138160,0,61
경상남도통영시,2017,경상남도,통영시,0,135833,0,61
경상남도통영시,2018,경상남도,통영시,0,133720,0,61
경상남도통영시,2019,경상남도,통영시,0,131404,0,61
경상남도통영시,2020,경상남도,통영시,0,128293,0,61
경상남도통영시,2021,경상남도,통영시,0,125383,0,61
경상남도통영시,2022,경상남도,통영시,0,122681,0,61
경상남도통영시,2023,경상남도,통영시,0,120551,0,61
경상남도통영시,2024,경상남도,통영시,1,118481,0.8440171841898702,61
경상남도하동군,2001,경상남도,하동군,0,60298,0,62
경상남도하동군,2002,경상남도,하동군,0,56777,0,62
경상남도하동군,2003,경상남도,하동군,0,58010,0,62
경상남도하동군,2004,경상남도,하동군,0,54881,0,62
경상남도하동군,2005,경상남도,하동군,0,53131,0,62
경상남도하동군,2006,경상남도,하동군,0,52898,0,62
경상남도하동군,2007,경상남도,하동군,1,55526,1.800958109714368,62
경상남도하동군,2008,경상남도,하동군,1,53515,1.8686349621601421,62
경상남도하동군,2009,경상남도,하동군,0,52010,0,62
경상남도하동군,2010,경상남도,하동군,0,51509,0,62
경상남도하동군,2011,경상남도,하동군,0,53975,0,62
경상남도하동군,2012,경상남도,하동군,0,50806,0,62
경상남도하동군,2013,경상남도,하동군,0,50177,0,62
경상남도하동군,2014,경상남도,하동군,0,49223,0,62
경상남도하동군,2015,경상남도,하동군,0,50259,0,62
경상남도하동군,2016,경상남도,하동군,0,49622,0,62
경상남도하동군,2017,경상남도,하동군,0,48831,0,62
경상남도하동군,2018,경상남도,하동군,0,47533,0,62
경상남도하동군,2019,경상남도,하동군,0,46574,0,62
경상남도하동군,2020,경상남도,하동군,0,44785,0,62
경상남도하동군,2021,경상남도,하동군,0,43449,0,62
경상남도하동군,2022,경상남도,하동군,0,42465,0,62
경상남도하동군,2023,경상남도,하동군,0,41606,0,62
경상남도하동군,2024,경상남도,하동군,0,40765,0,62
경상남도함안군,2001,경상남도,함안군,0,65368,0,63
경상남도함안군,2002,경상남도,함안군,1,64318,1.5547747131440655,63
경상남도함안군,2003,경상남도,함안군,2,63435,3.1528336092062745,63
경상남도함안군,2004,경상남도,함안군,0,62081,0,63
경상남도함안군,2005,경상남도,함안군,0,61376,0,63
경상남도함안군,2006,경상남도,함안군,0,63460,0,63
경상남도함안군,2007,경상남도,함안군,0,64865,0,63
경상남도함안군,2008,경상남도,함안군,0,66050,0,63
경상남도함안군,2009,경상남도,함안군,0,66582,0,63
경상남도함안군,2010,경상남도,함안군,0,67207,0,63
경상남도함안군,2011,경상남도,함안군,0,66971,0,63
경상남도함안군,2012,경상남도,함안군,0,67425,0,63
경상남도함안군,2013,경상남도,함안군,0,67667,0,63
경상남도함안군,2014,경상남도,함안군,0,68741,0,63
경상남도함안군,2015,경상남도,함안군,0,69156,0,63
경상남도함안군,2016,경상남도,함안군,0,68937,0,63
경상남도함안군,2017,경상남도,함안군,1,68207,1.4661251777676778,63
경상남도함안군,2018,경상남도,함안군,1,67025,1.4919806042521448,63
경상남도함안군,2019,경상남도,함안군,0,65700,0,63
경상남도함안군,2020,경상남도,함안군,0,64182,0,63
경상남도함안군,2021,경상남도,함안군,0,62547,0,63
경상남도함안군,2022,경상남도,함안군,0,61456,0,63
경상남도함안군,2023,경상남도,함안군,0,60203,0,63
경상남도함안군,2024,경상남도,함안군,0,58842,0,63
경상남도함양군,2001,경상남도,함양군,0,45184,0,64
경상남도함양군,2002,경상남도,함양군,0,43982,0,64
경상남도함양군,2003,경상남도,함양군,0,42760,0,64
경상남도함양군,2004,경상남도,함양군,0,41922,0,64
경상남도함양군,2005,경상남도,함양군,0,41535,0,64
경상남도함양군,2006,경상남도,함양군,0,41162,0,64
경상남도함양군,2007,경상남도,함양군,0,40637,0,64
경상남도함양군,2008,경상남도,함양군,0,40447,0,64
경상남도함양군,2009,경상남도,함양군,0,40626,0,64
경상남도함양군,2010,경상남도,함양군,0,41197,0,64
경상남도함양군,2011,경상남도,함양군,0,41081,0,64
경상남도함양군,2012,경상남도,함양군,0,40714,0,64
경상남도함양군,2013,경상남도,함양군,0,40692,0,64
경상남도함양군,2014,경상남도,함양군,0,40584,0,64
경상남도함양군,2015,경상남도,함양군,0,40339,0,64
경상남도함양군,2016,경상남도,함양군,0,40241,0,64
경상남도함양군,2017,경상남도,함양군,0,40175,0,64
경상남도함양군,2018,경상남도,함양군,0,40044,0,64
경상남도함양군,2019,경상남도,함양군,0,39637,0,64
경상남도함양군,2020,경상남도,함양군,0,39080,0,64
경상남도함양군,2021,경상남도,함양군,0,38310,0,64
경상남도함양군,2022,경상남도,함양군,0,37708,0,64
경상남도함양군,2023,경상남도,함양군,0,36945,0,64
경상남도함양군,2024,경상남도,함양군,0,36131,0,64
경상남도합천군,2001,경상남도,합천군,0,59599,0,65
경상남도합천군,2002,경상남도,합천군,0,57649,0,65
경상남도합천군,2003,경상남도,합천군,0,60160,0,65
경상남도합천군,2004,경상남도,합천군,0,57909,0,65
경상남도합천군,2005,경상남도,합천군,0,58162,0,65
경상남도합천군,2006,경상남도,합천군,0,55104,0,65
경상남도합천군,2007,경상남도,합천군,1,55450,1.8034265103697025,65
경상남도합천군,2008,경상남도,합천군,0,55677,0,65
경상남도합천군,2009,경상남도,합천군,0,52973,0,65
경상남도합천군,2010,경상남도,합천군,0,51092,0,65
경상남도합천군,2011,경상남도,합천군,0,50608,0,65
경상남도합천군,2012,경상남도,합천군,0,50279,0,65
경상남도합천군,2013,경상남도,합천군,0,50290,0,65
경상남도합천군,2014,경상남도,합천군,0,50457,0,65
경상남도합천군,2015,경상남도,합천군,0,49145,0,65
경상남도합천군,2016,경상남도,합천군,0,48026,0,65
경상남도합천군,2017,경상남도,합천군,0,47000,0,65
경상남도합천군,2018,경상남도,합천군,0,45916,0,65
경상남도합천군,2019,경상남도,합천군,0,45204,0,65
경상남도합천군,2020,경상남도,합천군,0,44006,0,65
경상남도합천군,2021,경상남도,합천군,0,42935,0,65
경상남도합천군,2022,경상남도,합천군,0,42142,0,65
경상남도합천군,2023,경상남도,합천군,0,41203,0,65
경상남도합천군,2024,경상남도,합천군,0,40225,0,65
경상북도경산시,2001,경상북도,경산시,0,215995,0,66
경상북도경산시,2002,경상북도,경산시,0,218446,0,66
경상북도경산시,2003,경상북도,경산시,0,216240,0,66
경상북도경산시,2004,경상북도,경산시,0,219579,0,66
경상북도경산시,2005,경상북도,경산시,0,227766,0,66
경상북도경산시,2006,경상북도,경산시,0,234839,0,66
경상북도경산시,2007,경상북도,경산시,0,236881,0,66
경상북도경산시,2008,경상북도,경산시,0,237423,0,66
경상북도경산시,2009,경상북도,경산시,0,236459,0,66
경상북도경산시,2010,경상북도,경산시,0,240708,0,66
경상북도경산시,2011,경상북도,경산시,0,243684,0,66
경상북도경산시,2012,경상북도,경산시,0,246358,0,66
경상북도경산시,2013,경상북도,경산시,0,248805,0,66
경상북도경산시,2014,경상북도,경산시,0,253968,0,66
경상북도경산시,2015,경상북도,경산시,0,256888,0,66
경상북도경산시,2016,경상북도,경산시,0,258037,0,66
경상북도경산시,2017,경상북도,경산시,1,259485,0.385378730947839,66
경상북도경산시,2018,경상북도,경산시,0,261093,0,66
경상북도경산시,2019,경상북도,경산시,0,263185,0,66
경상북도경산시,2020,경상북도,경산시,0,263728,0,66
경상북도경산시,2021,경상북도,경산시,0,268369,0,66
경상북도경산시,2022,경상북도,경산시,0,267725,0,66
경상북도경산시,2023,경상북도,경산시,1,266205,0.3756503446591912,66
경상북도경산시,2024,경상북도,경산시,0,266398,0,66
경상북도경주시,2001,경상북도,경주시,0,287506,0,67
경상북도경주시,2002,경상북도,경주시,3,284589,1.0541517767728197,67
경상북도경주시,2003,경상북도,경주시,0,281177,0,67
경상북도경주시,2004,경상북도,경주시,0,277870,0,67
경상북도경주시,2005,경상북도,경주시,0,275087,0,67
경상북도경주시,2006,경상북도,경주시,0,273419,0,67
경상북도경주시,2007,경상북도,경주시,0,272206,0,67
경상북도경주시,2008,경상북도,경주시,1,269343,0.37127380329171356,67
경상북도경주시,2009,경상북도,경주시,0,267466,0,67
경상북도경주시,2010,경상북도,경주시,0,267098,0,67
경상북도경주시,2011,경상북도,경주시,0,265488,0,67
경상북도경주시,2012,경상북도,경주시,0,264091,0,67
경상북도경주시,2013,경상북도,경주시,0,263283,0,67
경상북도경주시,2014,경상북도,경주시,0,261535,0,67
경상북도경주시,2015,경상북도,경주시,0,259773,0,67
경상북도경주시,2016,경상북도,경주시,0,259452,0,67
경상북도경주시,2017,경상북도,경주시,0,257903,0,67
경상북도경주시,2018,경상북도,경주시,0,256864,0,67
경상북도경주시,2019,경상북도,경주시,0,255402,0,67
경상북도경주시,2020,경상북도,경주시,0,253502,0,67
경상북도경주시,2021,경상북도,경주시,0,251889,0,67
경상북도경주시,2022,경상북도,경주시,0,249607,0,67
경상북도경주시,2023,경상북도,경주시,0,247489,0,67
경상북도경주시,2024,경상북도,경주시,0,244769,0,67
경상북도고령군,2001,경상북도,고령군,0,36796,0,68
경상북도고령군,2002,경상북도,고령군,0,35978,0,68
경상북도고령군,2003,경상북도,고령군,0,34942,0,68
경상북도고령군,2004,경상북도,고령군,0,34522,0,68
경상북도고령군,2005,경상북도,고령군,0,34271,0,68
경상북도고령군,2006,경상북도,고령군,0,34777,0,68
경상북도고령군,2007,경상북도,고령군,0,34907,0,68
경상북도고령군,2008,경상북도,고령군,0,34770,0,68
경상북도고령군,2009,경상북도,고령군,0,34535,0,68
경상북도고령군,2010,경상북도,고령군,0,34678,0,68
경상북도고령군,2011,경상북도,고령군,0,35455,0,68
경상북도고령군,2012,경상북도,고령군,0,35343,0,68
경상북도고령군,2013,경상북도,고령군,0,35198,0,68
경상북도고령군,2014,경상북도,고령군,0,35033,0,68
경상북도고령군,2015,경상북도,고령군,0,34594,0,68
경상북도고령군,2016,경상북도,고령군,0,34257,0,68
경상북도고령군,2017,경상북도,고령군,0,33768,0,68
경상북도고령군,2018,경상북도,고령군,0,32969,0,68
경상북도고령군,2019,경상북도,고령군,0,32373,0,68
경상북도고령군,2020,경상북도,고령군,0,31361,0,68
경상북도고령군,2021,경상북도,고령군,0,30626,0,68
경상북도고령군,2022,경상북도,고령군,0,30353,0,68
경상북도고령군,2023,경상북도,고령군,0,30139,0,68
경상북도고령군,2024,경상북도,고령군,0,30062,0,68
경상북도구미시,2001,경상북도,구미시,0,344159,0,69
경상북도구미시,2002,경상북도,구미시,1,350011,0.28570530640465586,69
경상북도구미시,2003,경상북도,구미시,0,355629,0,69
경상북도구미시,2004,경상북도,구미시,0,365681,0,69
경상북도구미시,2005,경상북도,구미시,0,374614,0,69
경상북도구미시,2006,경상북도,구미시,0,386465,0,69
경상북도구미시,2007,경상북도,구미시,0,391897,0,69
경상북도구미시,2008,경상북도,구미시,1,393959,0.2538335207470828,69
경상북도구미시,2009,경상북도,구미시,0,396419,0,69
경상북도구미시,2010,경상북도,구미시,0,404920,0,69
경상북도구미시,2011,경상북도,구미시,0,413446,0,69
경상북도구미시,2012,경상북도,구미시,0,416949,0,69
경상북도구미시,2013,경상북도,구미시,0,419428,0,69
경상북도구미시,2014,경상북도,구미시,0,420320,0,69
경상북도구미시,2015,경상북도,구미시,0,419915,0,69
경상북도구미시,2016,경상북도,구미시,0,419891,0,69
경상북도구미시,2017,경상북도,구미시,0,421799,0,69
경상북도구미시,2018,경상북도,구미시,0,421494,0,69
경상북도구미시,2019,경상북도,구미시,0,419742,0,69
경상북도구미시,2020,경상북도,구미시,1,416328,0.24019523068349954,69
경상북도구미시,2021,경상북도,구미시,0,412581,0,69
경상북도구미시,2022,경상북도,구미시,0,408110,0,69
경상북도구미시,2023,경상북도,구미시,0,405506,0,69
경상북도구미시,2024,경상북도,구미시,0,404820,0,69
경상북도김천시,2001,경상북도,김천시,0,150858,0,70
경상북도김천시,2002,경상북도,김천시,0,146666,0,70
경상북도김천시,2003,경상북도,김천시,0,150306,0,70
경상북도김천시,2004,경상북도,김천시,0,143527,0,70
경상북도김천시,2005,경상북도,김천시,0,141632,0,70
경상북도김천시,2006,경상북도,김천시,0,139682,0,70
경상북도김천시,2007,경상북도,김천시,1,139084,0.7189899629001179,70
경상북도김천시,2008,경상북도,김천시,0,138056,0,70
경상북도김천시,2009,경상북도,김천시,0,135918,0,70
경상북도김천시,2010,경상북도,김천시,0,136136,0,70
경상북도김천시,2011,경상북도,김천시,0,136185,0,70
경상북도김천시,2012,경상북도,김천시,0,135504,0,70
경상북도김천시,2013,경상북도,김천시,0,135259,0,70
경상북도김천시,2014,경상북도,김천시,0,135456,0,70
경상북도김천시,2015,경상북도,김천시,0,140132,0,70
경상북도김천시,2016,경상북도,김천시,0,142256,0,70
경상북도김천시,2017,경상북도,김천시,0,142908,0,70
경상북도김천시,2018,경상북도,김천시,0,141104,0,70
경상북도김천시,2019,경상북도,김천시,0,141229,0,70
경상북도김천시,2020,경상북도,김천시,1,140548,0.7115006972706833,70
경상북도김천시,2021,경상북도,김천시,0,140239,0,70
경상북도김천시,2022,경상북도,김천시,0,139324,0,70
경상북도김천시,2023,경상북도,김천시,0,137515,0,70
경상북도김천시,2024,경상북도,김천시,0,135446,0,70
경상북도문경시,2001,경상북도,문경시,0,89091,0,71
경상북도문경시,2002,경상북도,문경시,0,83749,0,71
경상북도문경시,2003,경상북도,문경시,0,81258,0,71
경상북도문경시,2004,경상북도,문경시,0,79552,0,71
경상북도문경시,2005,경상북도,문경시,0,78058,0,71
경상북도문경시,2006,경상북도,문경시,0,76177,0,71
경상북도문경시,2007,경상북도,문경시,0,74780,0,71
경상북도문경시,2008,경상북도,문경시,0,75486,0,71
경상북도문경시,2009,경상북도,문경시,0,76645,0,71
경상북도문경시,2010,경상북도,문경시,0,77391,0,71
경상북도문경시,2011,경상북도,문경시,0,76727,0,71
경상북도문경시,2012,경상북도,문경시,0,75899,0,71
경상북도문경시,2013,경상북도,문경시,0,75664,0,71
경상북도문경시,2014,경상북도,문경시,0,75911,0,71
경상북도문경시,2015,경상북도,문경시,0,75784,0,71
경상북도문경시,2016,경상북도,문경시,0,74702,0,71
경상북도문경시,2017,경상북도,문경시,0,73294,0,71
경상북도문경시,2018,경상북도,문경시,0,71874,0,71
경상북도문경시,2019,경상북도,문경시,1,72242,1.3842363168240082,71
경상북도문경시,2020,경상북도,문경시,0,71406,0,71
경상북도문경시,2021,경상북도,문경시,0,71154,0,71
경상북도문경시,2022,경상북도,문경시,0,70373,0,71
경상북도문경시,2023,경상북도,문경시,0,68755,0,71
경상북도문경시,2024,경상북도,문경시,0,67257,0,71
경상북도봉화군,2001,경상북도,봉화군,0,41364,0,72
경상북도봉화군,2002,경상북도,봉화군,0,39852,0,72
경상북도봉화군,2003,경상북도,봉화군,0,39439,0,72
경상북도봉화군,2004,경상북도,봉화군,0,37526,0,72
경상북도봉화군,2005,경상북도,봉화군,0,36599,0,72
경상북도봉화군,2006,경상북도,봉화군,0,35608,0,72
경상북도봉화군,2007,경상북도,봉화군,0,35046,0,72
경상북도봉화군,2008,경상북도,봉화군,0,34628,0,72
경상북도봉화군,2009,경상북도,봉화군,0,34297,0,72
경상북도봉화군,2010,경상북도,봉화군,0,34567,0,72
경상북도봉화군,2011,경상북도,봉화군,0,34192,0,72
경상북도봉화군,2012,경상북도,봉화군,0,33934,0,72
경상북도봉화군,2013,경상북도,봉화군,1,33894,2.9503746975865934,72
경상북도봉화군,2014,경상북도,봉화군,0,34023,0,72
경상북도봉화군,2015,경상북도,봉화군,0,33808,0,72
경상북도봉화군,2016,경상북도,봉화군,0,33539,0,72
경상북도봉화군,2017,경상북도,봉화군,0,33259,0,72
경상북도봉화군,2018,경상북도,봉화군,0,32843,0,72
경상북도봉화군,2019,경상북도,봉화군,0,32150,0,72
경상북도봉화군,2020,경상북도,봉화군,0,31494,0,72
경상북도봉화군,2021,경상북도,봉화군,0,30762,0,72
경상북도봉화군,2022,경상북도,봉화군,0,30139,0,72
경상북도봉화군,2023,경상북도,봉화군,0,29603,0,72
경상북도봉화군,2024,경상북도,봉화군,0,28836,0,72
경상북도상주시,2001,경상북도,상주시,1,122047,0.8193564774226322,73
경상북도상주시,2002,경상북도,상주시,0,118999,0,73
경상북도상주시,2003,경상북도,상주시,0,115337,0,73
경상북도상주시,2004,경상북도,상주시,0,112585,0,73
경상북도상주시,2005,경상북도,상주시,0,110444,0,73
경상북도상주시,2006,경상북도,상주시,0,108280,0,73
경상북도상주시,2007,경상북도,상주시,1,106600,0.9380863039399625,73
경상북도상주시,2008,경상북도,상주시,0,105381,0,73
경상북도상주시,2009,경상북도,상주시,0,106208,0,73
경상북도상주시,2010,경상북도,상주시,0,105607,0,73
경상북도상주시,2011,경상북도,상주시,0,104685,0,73
경상북도상주시,2012,경상북도,상주시,0,104182,0,73
경상북도상주시,2013,경상북도,상주시,0,103346,0,73
경상북도상주시,2014,경상북도,상주시,0,102892,0,73
경상북도상주시,2015,경상북도,상주시,0,102374,0,73
경상북도상주시,2016,경상북도,상주시,0,101799,0,73
경상북도상주시,2017,경상북도,상주시,0,100947,0,73
경상북도상주시,2018,경상북도,상주시,0,100297,0,73
경상북도상주시,2019,경상북도,상주시,0,100688,0,73
경상북도상주시,2020,경상북도,상주시,0,97228,0,73
경상북도상주시,2021,경상북도,상주시,0,95566,0,73
경상북도상주시,2022,경상북도,상주시,0,94823,0,73
경상북도상주시,2023,경상북도,상주시,0,93858,0,73
경상북도상주시,2024,경상북도,상주시,0,91850,0,73
경상북도성주군,2001,경상북도,성주군,0,50380,0,74
경상북도성주군,2002,경상북도,성주군,0,51761,0,74
경상북도성주군,2003,경상북도,성주군,0,48655,0,74
경상북도성주군,2004,경상북도,성주군,0,47731,0,74
경상북도성주군,2005,경상북도,성주군,0,46960,0,74
경상북도성주군,2006,경상북도,성주군,0,46358,0,74
경상북도성주군,2007,경상북도,성주군,0,45680,0,74
경상북도성주군,2008,경상북도,성주군,0,45024,0,74
경상북도성주군,2009,경상북도,성주군,0,45616,0,74
경상북도성주군,2010,경상북도,성주군,0,45289,0,74
경상북도성주군,2011,경상북도,성주군,0,45640,0,74
경상북도성주군,2012,경상북도,성주군,0,45127,0,74
경상북도성주군,2013,경상북도,성주군,0,45067,0,74
경상북도성주군,2014,경상북도,성주군,0,44981,0,74
경상북도성주군,2015,경상북도,성주군,0,45029,0,74
경상북도성주군,2016,경상북도,성주군,0,45205,0,74
경상북도성주군,2017,경상북도,성주군,0,45138,0,74
경상북도성주군,2018,경상북도,성주군,0,44672,0,74
경상북도성주군,2019,경상북도,성주군,0,44015,0,74
경상북도성주군,2020,경상북도,성주군,0,43414,0,74
경상북도성주군,2021,경상북도,성주군,0,42842,0,74
경상북도성주군,2022,경상북도,성주군,0,42566,0,74
경상북도성주군,2023,경상북도,성주군,0,42086,0,74
경상북도성주군,2024,경상북도,성주군,1,41452,2.4124288333494164,74
경상북도안동시,2001,경상북도,안동시,0,181838,0,75
경상북도안동시,2002,경상북도,안동시,0,179326,0,75
경상북도안동시,2003,경상북도,안동시,0,175677,0,75
경상북도안동시,2004,경상북도,안동시,0,174037,0,75
경상북도안동시,2005,경상북도,안동시,0,171387,0,75
경상북도안동시,2006,경상북도,안동시,0,168733,0,75
경상북도안동시,2007,경상북도,안동시,1,167916,0.5955358631696801,75
경상북도안동시,2008,경상북도,안동시,0,167300,0,75
경상북도안동시,2009,경상북도,안동시,0,167432,0,75
경상북도안동시,2010,경상북도,안동시,1,167886,0.5956422810716796,75
경상북도안동시,2011,경상북도,안동시,0,168157,0,75
경상북도안동시,2012,경상북도,안동시,1,168302,0.594170003921522,75
경상북도안동시,2013,경상북도,안동시,0,168461,0,75
경상북도안동시,2014,경상북도,안동시,0,168697,0,75
경상북도안동시,2015,경상북도,안동시,0,169221,0,75
경상북도안동시,2016,경상북도,안동시,0,168798,0,75
경상북도안동시,2017,경상북도,안동시,0,166272,0,75
경상북도안동시,2018,경상북도,안동시,0,162180,0,75
경상북도안동시,2019,경상북도,안동시,0,160052,0,75
경상북도안동시,2020,경상북도,안동시,0,158907,0,75
경상북도안동시,2021,경상북도,안동시,0,156972,0,75
경상북도안동시,2022,경상북도,안동시,0,154610,0,75
경상북도안동시,2023,경상북도,안동시,0,152935,0,75
경상북도안동시,2024,경상북도,안동시,0,153159,0,75
경상북도영덕군,2001,경상북도,영덕군,0,49593,0,76
경상북도영덕군,2002,경상북도,영덕군,0,52602,0,76
경상북도영덕군,2003,경상북도,영덕군,0,46965,0,76
경상북도영덕군,2004,경상북도,영덕군,0,45826,0,76
경상북도영덕군,2005,경상북도,영덕군,0,45003,0,76
경상북도영덕군,2006,경상북도,영덕군,0,46460,0,76
경상북도영덕군,2007,경상북도,영덕군,0,43470,0,76
경상북도영덕군,2008,경상북도,영덕군,0,42707,0,76
경상북도영덕군,2009,경상북도,영덕군,0,41710,0,76
경상북도영덕군,2010,경상북도,영덕군,0,41377,0,76
경상북도영덕군,2011,경상북도,영덕군,0,40794,0,76
경상북도영덕군,2012,경상북도,영덕군,0,40257,0,76
경상북도영덕군,2013,경상북도,영덕군,0,40142,0,76
경상북도영덕군,2014,경상북도,영덕군,0,39586,0,76
경상북도영덕군,2015,경상북도,영덕군,0,39191,0,76
경상북도영덕군,2016,경상북도,영덕군,0,39052,0,76
경상북도영덕군,2017,경상북도,영덕군,0,38529,0,76
경상북도영덕군,2018,경상북도,영덕군,0,38108,0,76
경상북도영덕군,2019,경상북도,영덕군,0,37361,0,76
경상북도영덕군,2020,경상북도,영덕군,0,36313,0,76
경상북도영덕군,2021,경상북도,영덕군,0,35314,0,76
경상북도영덕군,2022,경상북도,영덕군,0,34650,0,76
경상북도영덕군,2023,경상북도,영덕군,0,34055,0,76
경상북도영덕군,2024,경상북도,영덕군,0,33210,0,76
경상북도영양군,2001,경상북도,영양군,0,22172,0,77
경상북도영양군,2002,경상북도,영양군,0,21385,0,77
경상북도영양군,2003,경상북도,영양군,0,20772,0,77
경상북도영양군,2004,경상북도,영양군,0,20205,0,77
경상북도영양군,2005,경상북도,영양군,0,20025,0,77
경상북도영양군,2006,경상북도,영양군,0,19615,0,77
경상북도영양군,2007,경상북도,영양군,0,19119,0,77
