"sigungu_code","sigungu_name","sigungu_nm","sido","RR_median","RR_mean","RR_CrI_lower","RR_CrI_upper","Pr_RR_gt_1","elevated_95CrI_flag","exceedance_0_8_flag","exceedance_0_9_flag","island_removed_from_main","total_cases_2011_2024"
"26020","울산시남구","남구","울산시",0.9012510470820575,0.9231386030355531,0.4865940380169047,1.4967271779517117,0.34279880265712703,FALSE,FALSE,FALSE,FALSE,3
"11200","서울시동작구","동작구","서울시",0.9216762829409074,0.9379068330558707,0.5835094891925385,1.3921605631530642,0.3403639983153135,FALSE,FALSE,FALSE,FALSE,1
"11050","서울시광진구","광진구","서울시",0.9254208572244836,0.9416812554409761,0.6075563212883713,1.3748932128166016,0.33945900652846117,FALSE,FALSE,FALSE,FALSE,1
"11060","서울시동대문구","동대문구","서울시",0.9197081635640549,0.9381262473945641,0.583767038164611,1.4045984288439812,0.3390672105408714,FALSE,FALSE,FALSE,FALSE,3
"37040","경상북도안동시","안동시","경상북도",0.9096755723168917,0.9316528166432537,0.5311661015151558,1.4709726460554529,0.33871510422002893,FALSE,FALSE,FALSE,FALSE,1
"31080","경기도동두천시","동두천시","경기도",0.9133571219045581,0.9310154297549864,0.5608577486351444,1.4098411888850455,0.3324700331179834,FALSE,FALSE,FALSE,FALSE,0
"31180","경기도하남시","하남시","경기도",0.9175050525833277,0.9339039325025522,0.5936429757792497,1.3752094662477088,0.326398352800947,FALSE,FALSE,FALSE,FALSE,0
"32020","강원도원주시","원주시","강원도",0.9081758080433521,0.9288828674594166,0.559534943714056,1.4280603050296898,0.323952207267051,FALSE,FALSE,FALSE,FALSE,1
"37400","경상북도예천군","예천군","경상북도",0.909104982853997,0.9263684196946221,0.5562832344202312,1.4070694775953296,0.3219082788408203,FALSE,FALSE,FALSE,FALSE,0
"31130","경기도남양주시","남양주시","경기도",0.9159633027932189,0.9317008969751943,0.6009170143959219,1.358463399974238,0.3205658247492117,FALSE,FALSE,FALSE,FALSE,4
"31260","경기도양주시","양주시","경기도",0.9095637478836379,0.9254318543809701,0.5694344685125304,1.3789568896466222,0.3196173728160716,FALSE,FALSE,FALSE,FALSE,1
"37320","경상북도의성군","의성군","경상북도",0.8969491203995432,0.914745562935879,0.5179546464087185,1.4273839384814666,0.31292768206827637,FALSE,FALSE,FALSE,FALSE,0
"31110","경기도과천시","과천시","경기도",0.9031236622022505,0.9187190045987402,0.558831388829467,1.3767984713829515,0.3075421700640265,FALSE,FALSE,FALSE,FALSE,0
"35020","전라북도군산시","군산시","전라북도",0.8954474981661878,0.9121256410696169,0.531661835459697,1.3995811187357623,0.30578435863341114,FALSE,FALSE,FALSE,FALSE,1
"31120","경기도구리시","구리시","경기도",0.8984378814760842,0.9137440144246245,0.5621098488642418,1.3610062568650985,0.29679087997216114,FALSE,FALSE,FALSE,FALSE,0
"31040","경기도안양시","경기도안양시","경기도",0.9064613080759603,0.9183167794173575,0.5970306684976383,1.313179968039106,0.2944206381342157,FALSE,FALSE,FALSE,FALSE,3
"26030","울산시동구","동구","울산시",0.8653015942797468,0.8838764936702685,0.4384090639626404,1.449162500163323,0.2938289577319141,FALSE,FALSE,FALSE,FALSE,0
"37010","경상북도포항시","경상북도포항시","경상북도",0.8855934151533384,0.9013622911384573,0.5234321700471202,1.3799600772094152,0.29070277418838364,FALSE,FALSE,FALSE,FALSE,3
"11070","서울시중랑구","중랑구","서울시",0.8957389859314516,0.9094669298281471,0.5689922877214014,1.3355856644449529,0.2860008063513766,FALSE,FALSE,FALSE,FALSE,2
"31160","경기도군포시","군포시","경기도",0.887927437536838,0.9041325390454202,0.5425263355199976,1.3677476262274233,0.2855958882258488,FALSE,FALSE,FALSE,FALSE,2
"11100","서울시도봉구","도봉구","서울시",0.8849593657320427,0.8998012322899992,0.5349552523641544,1.3576838997651834,0.2813732745571149,FALSE,FALSE,FALSE,FALSE,1
"34310","충청남도금산군","금산군","충청남도",0.8874044103798817,0.9037794512680017,0.5499030939209807,1.3639477617552238,0.27853780631387104,FALSE,FALSE,FALSE,FALSE,1
"11080","서울시성북구","성북구","서울시",0.8874586013895983,0.9001560303281824,0.549971566164233,1.3306507386608215,0.2751823871317075,FALSE,FALSE,FALSE,FALSE,0
"11110","서울시노원구","노원구","서울시",0.8873503077943184,0.9004752652735752,0.554644107916743,1.328451523190006,0.27454415020547707,FALSE,FALSE,FALSE,FALSE,2
"26040","울산시북구","북구","울산시",0.859844374353446,0.8748080788823486,0.4518684272456484,1.3951990967190466,0.2744487923649639,FALSE,FALSE,FALSE,FALSE,0
"26010","울산시중구","중구","울산시",0.8577452177747029,0.8724534317621417,0.4513989229806555,1.3892565052479564,0.2707356208222734,FALSE,FALSE,FALSE,FALSE,0
"35030","전라북도익산시","익산시","전라북도",0.8866589705333808,0.8984704570466457,0.554183983641296,1.3199792719599088,0.2699069189674834,FALSE,FALSE,FALSE,FALSE,1
"31030","경기도의정부시","의정부시","경기도",0.8845959614129104,0.8962028163709566,0.5559406619476889,1.3094673092379485,0.26532672506430044,FALSE,FALSE,FALSE,FALSE,1
"37050","경상북도구미시","구미시","경상북도",0.8818015974083631,0.8924124265863895,0.5385914656892256,1.31775257474002,0.2644242763022494,FALSE,FALSE,FALSE,FALSE,1
"31020","경기도성남시","경기도성남시","경기도",0.8828186035098669,0.8946227134785042,0.5682295950101257,1.2961332298704258,0.2543454085084832,FALSE,FALSE,FALSE,FALSE,4
"31170","경기도의왕시","의왕시","경기도",0.8617284946740075,0.8768808808625146,0.49423851759309717,1.3577485607987463,0.25365814418378263,FALSE,FALSE,FALSE,FALSE,0
"37080","경상북도상주시","상주시","경상북도",0.8652949994098856,0.8790127312151349,0.5014788854714896,1.3491827463813182,0.2523883860500592,FALSE,FALSE,FALSE,FALSE,0
"34050","충청남도서산시","서산시","충청남도",0.8467922142707741,0.8690604427909525,0.4667464082935115,1.4144080773371228,0.2521852922611738,FALSE,FALSE,FALSE,FALSE,3
"34340","충청남도서천군","서천군","충청남도",0.8451309601064466,0.8602978903498535,0.45927209973517286,1.3629752223875156,0.2396890806384021,FALSE,FALSE,FALSE,FALSE,0
