"model","variable","safe_name","form","forced","effect_scale","beta_mean","beta_sd","beta_CrI_lower","beta_CrI_upper","IRR","IRR_CrI_lower","IRR_CrI_upper","actual_sign","CrI_includes_1","association_evidence","status"
"M6","고령인구비율","elderly_t3_z","T3",TRUE,"per 1 SD of locked transformed covariate",0.14780686137904192,0.09200542400803101,-0.03240830277422229,0.32853856851680296,1.1592889712661756,0.9681112188743214,1.3889368085277112,"positive",TRUE,"95% CrI includes 1","EXPLORATORY_PRE_APPROVAL"
"M6","도시지역인구비율","urban_population_z","raw",TRUE,"per 1 SD of locked transformed covariate",-9.66960217568318e-5,0.07919525623820393,-0.15526582498843133,0.15549486730893103,0.9999033086531528,0.856187551184686,1.1682359398576887,"negative",TRUE,"95% CrI includes 1","EXPLORATORY_PRE_APPROVAL"
"M6","성비","sex_ratio_z","raw",TRUE,"per 1 SD of locked transformed covariate",-0.0385258252577286,0.08571602307771235,-0.20409729694958564,0.13204760699060666,0.9622068551789226,0.8153830330458164,1.1411626452934107,"negative",TRUE,"95% CrI includes 1","EXPLORATORY_PRE_APPROVAL"
"M6","요양기관수_요양병원","longterm_hospital_z","raw",FALSE,"per 1 SD of locked transformed covariate",0.14829246879759891,0.09091702167424529,-0.03264439191218859,0.32423844872173696,1.1598520673016144,0.9678826853094096,1.3829770369127368,"positive",TRUE,"95% CrI includes 1","EXPLORATORY_PRE_APPROVAL"
"M6","요양기관수_의원","clinic_z","raw",FALSE,"per 1 SD of locked transformed covariate",-0.20392113121601368,0.09988389640659545,-0.39899327420488895,-0.007092663814629816,0.8155266882491657,0.6709952143146012,0.9929324297635438,"negative",FALSE,"95% CrI excludes 1","EXPLORATORY_PRE_APPROVAL"
"M6","요양기관수_종합병원","general_hospital_z","raw",FALSE,"per 1 SD of locked transformed covariate",0.14672445056566885,0.08042097888709293,-0.01165363711907257,0.30393741021814813,1.1580348232220032,0.9884140035019244,1.3551842327496653,"positive",TRUE,"95% CrI includes 1","EXPLORATORY_PRE_APPROVAL"
"M6","의원_가정의학과","family_medicine_clinic_z","raw",FALSE,"per 1 SD of locked transformed covariate",-0.15044601054378431,0.10567355567655903,-0.3571862958067761,0.057429771203885566,0.8603241771880684,0.6996421451950285,1.0591108879602462,"negative",TRUE,"95% CrI includes 1","EXPLORATORY_PRE_APPROVAL"
"M6","인구천명당의료기관종사의사수","physicians_per_1000_z","raw",FALSE,"per 1 SD of locked transformed covariate",0.17281888519121924,0.05345391804137729,0.06798223328553854,0.2777159233589687,1.188650803324501,1.0703462917729019,1.320111131201932,"positive",FALSE,"95% CrI excludes 1","EXPLORATORY_PRE_APPROVAL"
