safe_name,beta_mean,beta_sd,beta_CrI_lower,beta_CrI_upper,IRR,IRR_CrI_lower,IRR_CrI_upper
elderly_t3_z,0.14776620405547822,0.0919989728630472,-0.03243421705823098,0.32848715906017684,1.1592418386375167,0.9680861312903083,1.3888654058764982
urban_population_z,-9.885495883348367e-5,0.07918512964337016,-0.15524907072168928,0.15547136864634462,0.999901149927157,0.8562018960994687,1.1682084881980566
sex_ratio_z,-0.03854338410353478,0.08571455966196535,-0.20411736154644927,0.13201853740982164,0.9621899600854484,0.8153666728780996,1.141129472655864
longterm_hospital_z,0.14830342122460888,0.0909219681758652,-0.03264964121643364,0.324252344967612,1.1598647705662894,0.9678776046120559,1.3829962552352122
clinic_z,-0.2039556655741213,0.09989132741758774,-0.39904196398990366,-0.007112220959361779,0.8154985250447693,0.67096254449722,0.9929130110301939
general_hospital_z,0.14672979040922207,0.08042069686154074,-0.011643030433801115,0.30394715616135737,1.1580410069632985,0.9884244873537769,1.355197440362596
family_medicine_clinic_z,-0.15045026601376452,0.10567637017157658,-0.35719720072468053,0.057430246708989496,0.860320516112149,0.6996345156964724,1.0591113915729986
physicians_per_1000_z,0.1728344520738143,0.05345580023378462,0.06799431990103068,0.27773579983297375,1.1886693070560252,1.0703592287151558,1.3201373706172879
