"sensitivity_type","scenario","adjacency","k","window_start","window_end","included_rows","included_cases","elevated_cluster_count","lower_cluster_count","residual_moran_raw","residual_moran_raw_p","residual_moran_pearson","residual_moran_pearson_p","sign_match_n","sign_match_all","variables_with_sign_change","DIC","WAIC","numerical_status"
"adjacency","KNN_K3_2011_2024","KNN",3,2011,2024,3121,462,0,0,0.013616754206612439,0.3524218621465519,0.029606343938122046,0.2384621068436716,7,FALSE,"도시지역인구비율",2473.6617808098645,2475.1421664516097,"PASS"
"adjacency","KNN_K4_2011_2024","KNN",4,2011,2024,3121,462,0,0,0.025170681658435227,0.23754658893422675,0.034727664742895716,0.17318429033531796,8,TRUE,"",2473.223474867639,2474.7478882174632,"PASS"
"adjacency","KNN_K5_2011_2024","KNN",5,2011,2024,3121,462,0,0,0.07112476106806452,0.02120625391816457,0.0503926528090934,0.07079007624817257,7,FALSE,"도시지역인구비율",2476.322856920846,2477.6379109949107,"PASS"
"adjacency","Queen_2011_2024_reference","Queen",,2011,2024,3121,462,0,0,-0.00960062852294552,0.5466298391470187,-0.01044883278003242,0.5542135728383438,8,TRUE,"",,,"reference_from_baseline_outputs"
"window","Queen_2011_2024_reference","Queen",,2011,2024,3121,462,0,0,-0.00960062852294552,0.5466298391470187,-0.01044883278003242,0.5542135728383438,8,TRUE,"",,,"reference_from_baseline_outputs"
"window","Queen_2012_2024","Queen",,2012,2024,2898,440,0,0,-5.867403865579252e-4,0.46408897105515456,3.6402544100961167e-4,0.45553399698805197,7,FALSE,"도시지역인구비율",2344.913870212509,2346.495922036327,"PASS"
"window","Queen_2013_2024","Queen",,2013,2024,2675,412,0,0,0.0024738221401570362,0.4362452654248564,0.0029807641894929763,0.4318175944645671,6,FALSE,"도시지역인구비율 | 성비",2200.79345495516,2202.451212660921,"PASS"
"window","Queen_2014_2024","Queen",,2014,2024,2452,376,0,0,0.010043926266717634,0.3687768433840588,0.015025811535970702,0.3268808475084215,7,FALSE,"성비",2012.68582584311,2014.0823200898665,"PASS"
"window","Queen_2015_2024","Queen",,2015,2024,2229,347,0,0,0.0038005772056882645,0.42400722101482646,0.01921966604619773,0.29284827397782975,6,FALSE,"도시지역인구비율 | 성비",1843.7318797203634,1845.4868251098148,"PASS"
